Monday_Date,Monday_Open,Friday_Close,Weekly_Sentiment,Weekly_Volatility,SMA,EMA,WMA,RSI,MACD,MACD_Signal,MACD_Hist,RF_Prediction,Trend
2022-01-03,177.38379118217597,173.4121378773986,0.1694927466860925,0.436572641,,172.1699982,,,,,,172.7472984,Bearish
2022-01-10,170.60413731478147,171.36337133263567,0.5568012624583502,1.608497946,,172.33363621818182,,,,,,173.4269054,Bullish
2022-01-24,160.7624777313247,170.3666135613476,0.936154774160781,0.18867528,,171.96933905123967,,,,,,167.1551018,Bearish
2022-01-31,170.49575826072007,172.10524905764743,0.696029796674973,1.261508202,,172.04582275101427,,,,,,173.0103986,Bullish
2022-02-07,171.6707882396098,167.70272462649038,0.570061170089365,2.122190014,,171.42658214173895,,,,,,170.5151994,Bullish
2022-02-14,166.21847119108597,166.02807259553015,0.09717649377076854,1.739670987,,170.67629504324094,,,,,,168.6143027,Bullish
2022-02-28,161.61881989721493,162.64007155620445,0.6150072266991697,0.99274641,,169.3115137990153,,,,,,163.9895976,Bullish
2022-03-07,164.55637130786997,156.10062403163744,0.9900538501042633,3.079253615,,166.66032869010343,,,,,,156.1532973,Bullish
2022-03-14,151.7562743645033,163.4001720510598,0.14008401523652403,1.348967292,,166.17299541917552,,,,,,162.9025957,Bearish
2022-03-21,164.19043342102066,174.785663149071,0.5183296523637367,0.683372001,168.05,167.72699647023452,166.70745377636362,,,,,174.1177029,Bearish
2022-03-28,170.51917886491714,175.01776228475543,0.8773730719279554,1.172882241,168.26399994,168.92390576655552,167.8456351581818,,,,,175.0252992,Bullish
2022-04-04,176.21065062644522,169.6260914914653,0.7407686177542044,1.209156394,167.96599884,169.1359222271818,168.17763449636362,,,,,170.6857974,Bullish
2022-04-18,165.00987814163219,163.31658570004967,0.697015740995268,0.527450184,167.11199799,167.800298785876,167.05472439818183,,,,,163.1910945,Bearish
2022-04-25,160.19303667844045,159.1080901645339,0.7024840839871093,3.572641535,165.63799744,165.95478880662583,165.3343600181818,36.324213243562646,,,,157.3896968,Bearish
2022-05-02,155.71278246958505,156.49920519570549,0.35949115121975517,5.150917551,164.50199737999998,164.3775542599666,163.81472390181816,35.9928711240844,,,,158.1589992,Bullish
2022-05-09,153.9489899604548,147.10190515400356,0.29359184426449336,1.271371535,162.48299713,161.23799904906355,160.65254266909093,28.340479188039552,,,,146.5468996,Bearish
2022-05-16,144.98015225711825,137.04205324768878,0.8093611554785136,1.567402991,159.92499694,156.93836218559747,156.1265425181818,23.338379303141167,,,,139.6952991,Bullish
2022-05-23,137.85821707097475,148.9960700341548,0.8101133946791808,1.763337004,159.41599731000002,155.61138713367066,154.25654296545454,38.20557790945499,,,,147.2367999,Bearish
2022-06-06,146.8298763234523,135.85987099642944,0.8670723185801037,2.350775913,156.73099823,152.2511358184578,150.20454434545456,31.397804771573107,,,,140.1554051,Bullish
2022-06-13,132.31520743762184,131.84828327030883,0.9132405525564713,3.276153575,152.41499787,148.4891106878291,145.62799877636365,28.92633636810412,,,,132.1749965,Bullish
2022-06-27,143.01922515482647,138.93743663355258,0.5113423988609378,1.370844732,148.87699737999998,146.75108923549655,143.17617965454545,36.09423617394403,,,,138.7229942,Bearish
2022-07-11,144.61969962660189,148.82290949765098,0.5015162946871996,1.201705574,146.88499757,147.37270904722445,143.4112707127273,45.17542139579234,,,,149.1962994,Bullish
2022-07-18,150.11336316353987,153.40782898986453,0.7982951789667752,0.246472729,146.11499787,148.59403400227453,144.72127048181818,47.95321775615057,,,,154.2324985,Bullish
2022-07-25,153.59836226441342,163.83694023765958,0.6499639307777652,1.349869099,146.60099793,151.12420863822462,147.70217896,53.41328527334711,,,,160.2548976,Bearish
2022-08-01,160.86853106800802,164.48873724066223,0.7019668772577033,1.822278996,147.40799866000003,153.7107172676383,151.11108953636364,55.123368236355546,,,,164.4458032,Bearish
2022-08-08,167.31888956599187,170.87773420641517,0.795792669436101,1.467987406,149.90699921,157.0542243280677,155.60054543454544,58.977654159930935,-2.1344150575395986,,,170.7186052,Bearish
2022-08-15,170.489765216488,171.4838230479491,0.8900053418175663,0.523046441,153.30000001000002,159.68436614114628,159.5301827236364,58.51262146988133,-0.7899769400383434,,,172.3275026,Bullish
2022-08-22,169.73831123777134,165.2092375984378,0.3379951568515358,0.864726414,154.69799958,160.39993504275606,161.40654546727274,52.44669610189228,-0.3578398104856148,,,164.9028957,Bearish
2022-08-29,161.4478460441678,155.00619024946548,0.375582952639944,1.01551639,156.56599885,159.56540096225496,161.60872692545453,47.23348319743859,-0.6382126313718288,,,156.4291997,Bullish
2022-09-12,158.14235676088236,151.2188135295532,0.093981939840869,1.355230268,158.47999879,157.95350933275404,160.54218113454547,44.14181916414042,-1.2582402439593636,,,151.5517967,Bullish
2022-09-19,149.63114803158592,151.2171014364815,0.578280140996174,0.687416004,159.62999879,156.58559721770786,159.07854366363634,43.97801972784854,-1.751216747907307,,,151.907494,Bullish
2022-09-26,148.6738164826396,137.47482718733676,0.035942273796742086,2.606369109,158.43299867000002,153.24276081448824,155.18217970181817,37.23763647944996,-3.093107207149643,,,140.0715965,Bullish
2022-10-03,137.00772225504684,140.72941284865271,0.46559801813246016,0.980825915,157.03299867,150.85134908458127,151.84708836181818,38.79873159976223,-3.958427626132675,,,141.7937955,Bullish
2022-10-10,141.68064832666238,138.01408148515654,0.5426446347075766,2.387022438,154.61999971,148.58383196011195,148.45563494909092,37.88068471135973,-4.72768450338566,-2.709019152944995,-2.0186653504406653,138.8445032,Bullish
2022-10-17,142.38374158609884,147.65969790480864,0.2865412521282844,0.411400094,152.81199953,148.34495420372795,147.1192721472727,45.14738370161743,-4.56732815019771,-3.080680952395538,-1.486647197802172,146.199003,Bearish
2022-10-24,148.0978625281883,156.15592385776628,0.5908332605690108,1.415052393,151.17599947,149.68950898486833,147.65163686909094,51.02560598980408,-3.713973895703475,-3.207339541057125,-0.5066343546463496,153.5788042,Bearish
2022-10-31,152.5614965832733,138.4790149191512,0.03050024993904943,0.694760598,147.86199953,147.63323551489225,145.32509240181818,41.264915061074106,-4.387910366447841,-3.443453706135269,-0.944456660312572,139.477204,Bullish
2022-11-07,136.00673706620037,148.4733245961255,0.03734818874921442,6.538956529,146.46999972,148.00901033036638,145.65927376,48.22046689357876,-3.962899281515945,-3.547342821211404,-0.4155564603045407,145.8707967,Bearish
2022-11-14,149.51890508361194,152.3045515462234,0.8226005606596583,1.007483705,146.01799928999998,148.60555268848157,146.5356362290909,49.13167196199134,-3.4579148317087345,-3.5294572233108705,0.071542391602136,150.9272942,Bearish
2022-11-21,149.98026966477008,147.57911530630864,0.3601906414112629,0.436752113,145.75899965000002,148.51545230875763,146.91600010363638,47.33744450514939,-3.276539938763392,-3.478873766401375,0.2023338276379829,148.9740005,Bullish
2022-11-28,144.04285199264297,146.88328363549115,0.12706051265188478,2.045384778,145.49700014,148.38718781625624,147.28890882181818,47.16246121671996,-3.1210294791764284,-3.4073049089563856,0.2862754297799572,146.5871977,Bearish
2022-12-05,147.75575013972806,140.85433554848586,0.5222432600548044,1.804313282,145.89300081,147.25497252239143,146.68218219636364,43.87320157043908,-3.414335276603424,-3.4087109824857933,-0.0056242941176307,141.9772025,Bullish
2022-12-12,141.37114186719953,134.75451468576676,0.7699935530986108,2.370576404,145.33500063,144.93770379104754,144.61254468545457,39.823358107196405,-4.21548060647811,-3.570064907284257,-0.6454156991938529,136.0285963,Bullish
2022-12-19,136.21606619540913,132.32827333718126,0.21582102749684318,2.434715984,144.6830002,142.55993957449343,142.16254468,38.49767119544472,-5.006514431234876,-3.857354812074381,-1.1491596191604954,132.4265002,Bullish
2023-01-09,129.84056167819782,133.4571020697017,0.6228904758190003,1.071612735,143.43199922000002,141.14176774276734,140.35836182545455,40.81944042010054,-5.337877436600024,-4.15345933697951,-1.1844180996205145,134.1020964,Bullish
2023-01-23,138.56894664237228,145.9652874981867,0.085347464993768,0.964521584,142.45099794,142.0123540986278,140.8125424581818,48.83192601327567,-4.6456078272809975,-4.251889035039808,-0.3937187922411898,145.1124959,Bearish
2023-01-30,144.4141194265677,153.65487194536163,0.0516817211686077,1.701464671,144.06299744999998,144.28283517160455,143.00327010545453,53.980029861550776,-3.3666426470192903,-4.074839757435704,0.708197110416414,152.7062004,Bearish
2023-02-06,152.6312428627519,151.44844534562563,0.531354631568148,0.650564431,144.1939972,145.50595504949464,144.2663604781818,51.69885409722076,-2.604643099554778,-3.78080042585952,1.1761573263047411,151.5447948,Bullish
2023-02-13,151.09101533053473,151.55649505470495,0.5406351216101065,1.205208996,144.31999818000003,146.78669105867743,145.78563427818182,52.64974280258692,-1.8551026757628504,-3.3956608758401856,1.540558200077335,152.867803,Bullish
2023-02-27,146.77900369028401,151.6067453271298,0.6374299014982066,0.928920549,144.611998,147.55820155709972,147.00563439090908,51.57059543819099,-1.36796903802545,-2.9901225082772385,1.6221534702517886,149.4851996,Bearish
2023-03-06,155.2343416351539,148.16360397851258,0.7260913337226615,1.106023518,144.68099824,147.72943763762703,147.71254384545455,49.743013836863554,-1.1725455048918718,-2.626607107600165,1.454061602708293,149.6278989,Bullish
2023-03-13,148.62334523921376,156.3538629650839,0.9758520794625346,0.799385998,145.96499787,149.05135806714938,149.58872598363635,54.23073904231094,-0.4875550387058069,-2.198796693821293,1.7112416551154863,154.9319017,Bearish
2023-03-20,156.433069381534,159.0882546259879,0.5163003483011953,0.715290772,148.53899842,151.08747478221312,152.1859990981818,57.52947866711966,0.4734780050434324,-1.6643417540483485,2.137819759091781,159.6836995,Bullish
2023-03-27,161.20297614749967,164.37583074515365,0.32295647294124596,0.472146279,151.84299775,153.598841894538,155.16072554909093,60.26137806853061,1.5919680455302512,-1.0130797941326286,2.60504783966288,163.6293951,Bearish
2023-04-10,161.73605848806932,163.9328458570886,0.7951861947687037,2.348424767,154.88799896999998,155.70996276825835,157.59109081272726,60.4440621569897,2.4748661861335397,-0.315490598079395,2.790356784212934,164.2419055,Bullish
2023-04-17,166.4829406179806,166.42166315429023,0.2708322512620742,0.769908519,156.79700013,157.40269759221138,159.43327360000004,60.26121427119848,3.123235008701556,0.3722545232767952,2.750980485424761,165.6691032,Bearish
2023-04-24,163.64202525677132,170.96053147454217,0.4389714207056361,1.900581502,158.3149994,159.63493306635476,161.77563588545453,63.20142045537483,3.967360824574456,1.0912757835363274,2.8760850410381287,167.9646947,Bearish
2023-05-01,168.25071838630265,172.72972583110987,0.07845638134226596,0.209982544,160.57100068000003,162.16858292701752,164.54927368545455,65.49639932945615,4.893815425334452,1.8517837118959524,3.0420317134385,171.5675035,Bearish
2023-05-08,170.91121179493624,173.12217625984002,0.02535074341545751,0.427833814,162.5730011,164.0597509948325,166.73091125272728,64.38475932856349,5.484128113390455,2.578252592194853,2.9058755211956013,172.7188054,Bearish
2023-05-15,172.5550876885738,176.27129653521936,0.9626484146779251,0.679063426,164.98600159,166.0779787594084,169.01945718000002,65.9945843454714,6.090736022113646,3.280749278178612,2.809986743935034,174.6363037,Bearish
2023-05-22,173.59263720677725,175.62367025951858,0.8359801205122058,0.631993041,167.67900086,167.77834493042505,170.91836465454543,66.16626616616333,6.518126115590633,3.928224645661016,2.5899014699296163,174.4609944,Bearish
2023-06-05,181.79483435104953,181.06731807715926,0.695974206093698,1.264427582,170.27500153,170.1750107067114,173.3330929890909,69.55654209780165,7.219835982382108,4.586546913005235,2.6332890693768727,180.5314069,Bearish
2023-06-12,182.46180929395086,183.96526472195956,0.4089529444142699,0.596099809,172.74200135,172.85591752367296,175.99581965636364,71.74030411669659,8.003228094741445,5.269883149352477,2.733344945388968,185.0648973,Bullish
2023-06-26,186.29474627536638,192.39148406766068,0.17329432007084578,0.444090518,175.64900208,176.6948418284597,179.8554559927273,75.98073670880954,9.24772952642192,6.065452424766367,3.182277101655554,192.5995001,Bullish
2023-07-03,192.93098859100198,192.19481465653732,0.15643704267108605,0.418997133,178.19600068000003,179.2375965323761,182.5883633781818,71.76486366333114,9.85492820906137,6.823347581625368,3.0315806274360027,191.0401945,Bearish
2023-07-10,189.421607709274,192.2171168056296,0.25024289816459533,0.234382266,180.76300049,181.31985214467136,184.86000005454548,71.76999586473052,10.219145293077332,7.502507123915761,2.7166381691615715,190.4512007,Bearish
2023-07-17,190.5218611192604,192.45095228056948,0.5492266647061205,0.881950355,182.98900146,183.2507885547311,186.89218222,72.44360783072995,10.487758161829705,8.09955733149855,2.3882008303311526,192.6500029,Bullish
2023-07-24,194.57896208331536,195.1995458738264,0.7145959227000623,0.657618448,185.21500091,185.53791823568903,189.22690955454544,74.48409571593689,10.88900457054649,8.657446779308138,2.231557791238352,195.1803008,Bearish
2023-07-31,194.3917256044187,181.4411584930882,0.6601973767177313,0.36091897,186.15700073,184.8928431928365,188.6405467527273,58.022284671867055,9.975234905916665,8.921004404629844,1.0542305012868205,184.9024036,Bullish
2023-08-07,183.90353930297596,178.59344647264874,0.27993389694594284,0.340085687,186.41999969,183.6014159395935,187.11927267454547,54.113691361254496,8.810596903076572,8.89892290431919,-0.0883260012426188,177.9095958,Bearish
2023-08-14,178.93902923836842,175.87584092886465,0.9548652806631941,0.481028635,186.32600097,181.94479585966735,184.95018282181815,51.19556264092108,7.534478678594127,8.626034059174179,-1.0915553805800524,174.5366043,Bearish
2023-08-21,174.01509034333623,179.9927507294049,0.7378969166957685,2.585637787,186.09100036,181.3384694488188,183.5472736636364,54.49489774507741,6.777468525753534,8.25632095249005,-1.4788524267365162,178.3886002,Bearish
2023-08-28,178.30898589804715,190.52051115586704,0.5543540525114007,1.124486818,186.54500121,182.81511258539717,184.15982027090908,61.815859004255735,6.972660846738791,7.999588931339798,-1.0269280846010078,188.9835033,Bearish
2023-09-11,181.2061101344946,175.50713365224576,0.6117207462343522,1.340803251,184.64900054,181.396000206234,182.0625463236364,50.226403983296,5.893421254955285,7.578355396062896,-1.684934141107611,175.1369977,Bearish
2023-09-18,177.21011936305482,173.33622984535492,0.4196000624277899,0.524806993,183.0600006,180.1949080414642,180.26999955272728,50.072480906992354,4.963151721165303,7.055314661083378,-2.092162939918075,175.5795964,Bullish
2023-09-25,174.99785795971437,170.05135569746102,0.24773098950115746,0.9559495,181.11200103,178.56128961574342,178.1154552072727,47.52040929624295,3.892164959122852,6.422684720691273,-2.5305197615684216,171.0332045,Bullish
2023-10-02,172.14893938170187,178.9047932022744,0.3559726786512616,0.332116417,179.66700133999998,178.36651068560823,177.45691056545454,52.12959001912158,3.509686175652263,5.840085011683471,-2.3303988360312085,176.1774031,Bearish
2023-10-09,175.30373431790795,179.2307028593867,0.7578461104643691,0.196074465,177.96900177,178.45441894277036,177.30836597636363,53.09044714097652,3.2785169638088973,5.3277714021085565,-2.049254438299659,179.2661058,Bullish
2023-10-16,176.249676350404,171.18300457757096,0.014393488629755868,0.34158773,177.05800171,177.4408891168121,176.38309381818183,48.48938262498734,2.5838000557970418,4.778977132846254,-2.1951770770492125,173.6662044,Bullish
2023-10-23,169.5969672908431,166.87919204925382,0.11607264050691624,1.038433392,176.1010025,175.76436404102807,174.77618463454544,45.19673306779867,1.638322980223137,4.150846302321631,-2.5125233220984944,168.4191011,Bullish
2023-10-30,170.24743915205676,177.22764563031154,0.04600264202175275,0.442806488,176.31700134,175.92538765175024,174.87600125272726,51.59958633907603,1.551372290468947,3.630951499951095,-2.0795792094821475,176.5047975,Bearish
2023-11-06,176.81495138428008,184.55486354496117,0.040728802318970136,0.693039261,177.09600067000002,177.82986151506836,176.70927262727272,57.748165535565,2.2433468521661557,3.353430570394107,-1.1100837182279517,185.2657965,Bullish
2023-11-13,185.19155669487347,188.4031759691865,0.8554605840110072,0.264780105,177.11900024,179.9862507668741,178.99909112363636,59.61260639712683,3.022377778257521,3.28722001196679,-0.2648422337092686,189.5768028,Bullish
2023-11-20,188.23248130795355,190.15516036048902,0.7036578593800237,0.387265671,178.61500091,181.80147811835155,181.33563675272728,59.775288513677474,3.620622678434444,3.3539005452603208,0.2667221331741229,190.2916003,Bullish
2023-11-27,189.20203345760942,191.9739662732435,0.4741738290873252,0.397932276,180.26000213,183.517574005924,183.63109213272728,60.55146165114576,4.149383297337352,3.5129970956757277,0.6363862016616242,190.9211023,Bearish
2023-12-04,189.31576226540705,196.30481348230788,0.09783416065100148,0.69165735,182.71000213,185.73437995030145,186.4401838727273,63.24006962451071,4.872949310468243,3.784987538634231,1.0879617718340129,195.0329062,Bearish
2023-12-11,193.99678558473255,196.48048500914578,0.49161587511683236,0.810024037,184.71800231,187.88631219570115,189.14200299454544,64.32949126322518,5.532689689867453,4.134527968880875,1.398161720986578,197.6836058,Bullish
2023-12-18,196.6294691809816,194.4215640709435,0.4734717707805657,0.434589535,186.19300231,188.9251656328464,190.75691277454544,60.22676014509252,5.669834453329884,4.441589265770677,1.2282451875592066,194.1964041,Bearish
2024-01-08,183.5001476372607,184.94298521640715,0.17320186991001518,0.418597786,187.49700164,188.37877155414705,190.70727566363635,53.163112174162805,5.100020353440556,4.573275483304653,0.5267448701359028,185.8227982,Bullish
2024-01-22,192.19314170045018,191.74806640468174,0.43385164923797304,0.179906399,189.91700134,189.1135400352112,191.60236594727272,57.68641573165581,5.11398343354503,4.681417073352729,0.4325663601923013,193.0546979,Bullish
2024-01-29,190.54916036509692,186.76621468289565,0.39850473439737344,1.931984165,190.83700256,188.52017022880915,190.86291226727272,52.19902060828107,4.542542221278808,4.653642102937945,-0.111099881659137,185.7001033,Bearish
2024-02-05,188.9524340083043,189.41516957795653,0.6158500980522165,0.561330036,191.08200378,188.58014038720748,190.5016401836364,54.33509478008105,4.28238124618386,4.579389931587128,-0.2970086854032683,188.9600055,Bearish
2024-02-12,189.40274056781965,183.58333598258116,0.6350936508676438,0.321353786,190.3440033,187.440114425897,188.9067299690909,49.175989583697046,3.508039277135879,4.365119800696879,-0.8570805235609997,182.7884978,Bearish
2024-02-26,182.4633486364418,180.22633835627695,0.04530400977204452,0.258471264,189.31300355,186.02554883937023,186.9641845872727,47.21954739536877,2.649987915891586,4.022093423735821,-1.3721055078442346,180.3130031,Bullish
